time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-31T17:55:33.530Z,31.968,93.5326,10,4.2,mb,,77,3.062,1.17,us,us6000ba2u,2020-10-10T17:11:17.040Z,"150 km ENE of Nagqu, China",earthquake,5,1.8,0.125,21,reviewed,us,us
2020-08-22T22:56:36.497Z,22.5997,94.5465,102.78,4.2,mb,,138,0.876,0.63,us,us7000be94,2020-10-31T19:06:34.040Z,"81 km NW of Monywa, Myanmar",earthquake,6.5,7.9,0.159,11,reviewed,us,us
2020-09-23T03:51:05.282Z,33.2201,85.308,10,4.2,mb,,110,5.402,0.78,us,us6000c2j7,2020-12-05T21:03:06.040Z,"western Xizang",earthquake,5.6,1.9,0.124,18,reviewed,us,us
2020-10-11T06:02:51.900Z,30.2312,70.0859,10,4.2,mb,,135,4.352,1.02,us,us6000c7hh,2020-12-19T17:22:45.040Z,"57 km WNW of Dera Ghazi Khan, Pakistan",earthquake,9.8,1.9,0.127,17,reviewed,us,us
2020-10-28T18:34:26.731Z,29.4069,80.8988,10,4.2,mb,,176,5.391,1.14,us,us7000c9s1,2021-01-18T23:01:37.040Z,"16 km NNW of Dipayal, Nepal",earthquake,13.4,1.9,0.167,10,reviewed,us,us
2020-10-07T13:03:15.556Z,30.0793,96.1336,10,4.2,mb,,111,4.363,0.69,us,us6000c7sq,2020-12-19T17:22:48.040Z,"Eastern Xizang",earthquake,9.3,1.2,0.136,16,reviewed,us,us
2020-10-16T20:32:32.922Z,33.3981,90.0814,10,4.2,mb,,67,3.79,0.81,us,us6000caqq,2020-12-29T23:07:28.040Z,"282 km NW of Nagqu, China",earthquake,8.2,1.9,0.11,31,reviewed,us,us
2020-12-09T21:57:34.387Z,33.866,74.9266,10,4.2,mb,,145,1.397,0.88,us,us7000cr0b,2021-02-20T16:11:58.040Z,"2 km ESE of Pulwama, India",earthquake,8.9,2,0.372,2,reviewed,us,us
2020-12-12T04:14:10.866Z,23.0317,94.2086,76.92,4.2,mb,,128,1.195,0.95,us,us7000crma,2021-02-20T16:12:27.040Z,"55 km ENE of Falam, Myanmar",earthquake,5.4,8.1,0.167,10,reviewed,us,us
2020-12-27T14:29:31.526Z,34.6475,73.1544,10,4.2,mb,,89,0.999,0.7,us,us6000d6er,2021-03-06T23:19:31.040Z,"12 km ESE of Battagram, Pakistan",earthquake,4.7,1.9,0.2,8,reviewed,us,us
2021-01-13T19:15:33.854Z,24.8799,93.3739,10,4.2,mb,,66,1.063,1.12,us,us6000d82z,2021-03-20T21:25:20.040Z,"38 km ENE of Lakhipur, India",earthquake,5.3,1.9,0.098,29,reviewed,us,us
2021-01-27T18:56:21.382Z,26.293,95.7822,80.92,4.2,mb,,166,2.453,0.63,us,us6000def4,2021-04-13T17:05:56.040Z,"83 km SSE of Khonsa, India",earthquake,10.1,5.4,0.373,2,reviewed,us,us
2021-02-25T03:46:04.088Z,22.7,95.8415,20.12,4.2,mb,,110,2.071,0.62,us,us7000dew3,2021-05-04T14:17:08.040Z,"20 km NE of Shwebo, Myanmar",earthquake,6.5,4,0.152,12,reviewed,us,us
2021-04-13T10:44:23.754Z,30.3274,70.5179,10,4.2,mb,,177,4.054,0.7,us,us6000e38b,2021-06-19T21:26:16.040Z,"33 km NNW of Dera Ghazi Khan, Pakistan",earthquake,7.8,1.8,0.136,16,reviewed,us,us
2021-05-14T23:39:52.005Z,26.418,95.5047,85.91,4.2,mb,,120,2.436,0.76,us,us7000e38n,2021-07-24T21:06:59.040Z,"56 km SE of Mon, India",earthquake,9.4,5.9,0.14,14,reviewed,us,us
2021-04-28T10:33:27.953Z,26.7662,92.5133,35,4.2,mb,,181,1.332,0.54,us,us7000e0d3,2021-07-07T18:37:06.040Z,"7 km NNE of Dhekiajuli, India",earthquake,10.5,2,0.215,7,reviewed,us,us
2021-05-06T05:00:15.741Z,26.5945,92.4813,48.29,4.2,mb,,115,1.167,0.85,us,us7000e2dg,2021-07-10T20:16:11.040Z,"12 km S of Dhekiajuli, India",earthquake,9.1,5.5,0.216,6,reviewed,us,us
2021-03-21T09:31:31.443Z,6.9626,92.3578,10,4.2,mb,,135,4.678,1.28,us,us6000dxf7,2021-06-02T15:23:12.040Z,"Nicobar Islands, India region",earthquake,7.4,1.8,0.2,7,reviewed,us,us
2021-03-21T12:22:37.682Z,26.6195,92.5148,10,4.2,mb,,101,1.204,0.68,us,us6000dxfb,2021-06-02T15:23:12.040Z,"10 km SSE of Dhekiajuli, India",earthquake,8,1.9,0.102,27,reviewed,us,us
2021-05-31T04:20:49.211Z,26.7632,92.3186,34.13,4.2,mb,,86,1.261,0.64,us,us6000eg46,2021-08-07T22:06:30.040Z,"17 km WNW of Dhekiajuli, India",earthquake,6.9,5.5,0.118,20,reviewed,us,us
2021-06-13T09:41:46.884Z,7.2816,94.4207,10,4.2,mb,,101,3.235,0.38,us,us7000edvp,2021-08-26T21:59:14.040Z,"183 km NNW of Sabang, Indonesia",earthquake,10.4,1.9,0.167,11,reviewed,us,us
2021-05-03T10:41:09.136Z,25.8803,96.7988,55.36,4.2,mb,,113,2.799,0.86,us,us7000e1tg,2021-07-10T20:16:01.040Z,"36 km S of Sarupathar, India",earthquake,6.3,9.7,0.158,12,reviewed,us,us
2021-06-16T06:47:00.488Z,5.4551,94.4104,66.36,4.2,mb,,190,2.535,0.76,us,us7000eeyv,2021-08-26T21:59:25.040Z,"102 km W of Banda Aceh, Indonesia",earthquake,14.1,9.6,0.176,10,reviewed,us,us
2021-07-14T20:10:53.149Z,22.4613,94.1567,39.36,4.2,mb,,82,0.545,0.6,us,us7000elzr,2021-09-17T22:50:32.040Z,"59 km ESE of Hakha, Myanmar",earthquake,5.9,4.4,0.136,15,reviewed,us,us
2021-07-07T20:21:09.465Z,11.0785,93.4623,96.69,4.2,mb,,199,10.227,0.45,us,us7000elju,2021-09-10T20:06:42.040Z,"101 km SE of Port Blair, India",earthquake,15.2,9.8,0.141,14,reviewed,us,us
2021-08-09T13:06:44.772Z,29.7653,94.5571,10,4.2,mb,,126,7.145,0.79,us,us6000f7z6,2021-08-18T15:46:51.040Z,"138 km N of Shi Yomi, India",earthquake,10.7,1.9,0.2,9,reviewed,us,us
2021-08-09T15:48:30.416Z,20.4478,92.3214,10,4.2,mb,,156,2.306,0.62,us,us6000f3lz,2021-08-18T18:17:48.040Z,"45 km S of Tekn?f, Bangladesh",earthquake,8.9,1.9,0.237,5,reviewed,us,us
2021-07-20T17:49:28.185Z,29.3394,70.1331,10,4.2,mb,,130,5.063,0.69,us,us6000ezf0,2021-09-25T21:08:21.040Z,"32 km NW of Rajanpur, Pakistan",earthquake,7.2,1.8,0.166,13,reviewed,us,us
2021-08-06T15:58:47.503Z,6.6032,94.4967,10,4.2,mb,,93,2.793,1.24,us,us6000f5mj,2021-08-29T17:44:25.040Z,"120 km NW of Sabang, Indonesia",earthquake,10.4,2,0.235,5,reviewed,us,us
2021-09-02T03:21:59.692Z,10.2773,93.9046,10,4.2,mb,,158,5.864,0.68,us,us7000f9rj,2021-09-29T01:55:13.040Z,"199 km SE of Port Blair, India",earthquake,7.3,1.9,0.141,14,reviewed,us,us
2021-09-04T10:07:22.328Z,13.6444,93.5461,35,4.2,mb,,184,5.462,0.39,us,us7000fa1b,2021-09-30T12:22:17.040Z,"233 km NNE of Bamboo Flat, India",earthquake,7,2,0.167,10,reviewed,us,us
2021-09-04T12:10:24.174Z,10.1169,91.4548,10,4.2,mb,,128,8.506,0.59,us,us7000fa1d,2021-10-01T11:00:27.040Z,"222 km SW of Port Blair, India",earthquake,6.9,1.9,0.176,13,reviewed,us,us
2020-11-21T20:15:03.902Z,22.1407,79.6342,10,4.3,mb,,123,8.71,0.57,us,us6000crc4,2021-02-03T17:49:49.040Z,"10 km NE of Seoni, India",earthquake,9.5,1.8,0.088,37,reviewed,us,us
2020-11-08T09:12:23.801Z,28.6287,96.3987,10,4.3,mb,,75,4.732,0.6,us,us7000cc28,2021-01-23T22:25:36.040Z,"63 km NNW of Hayuliang, India",earthquake,8.9,1.9,0.095,34,reviewed,us,us
2020-11-08T09:32:42.842Z,24.2021,94.1977,65.34,4.3,mb,,65,0.097,0.43,us,us7000cduh,2021-01-23T22:25:44.040Z,"39 km SE of Kakching, India",earthquake,6.5,3.9,0.177,9,reviewed,us,us
2020-11-22T03:29:20.994Z,26.2945,94.7728,60.63,4.3,mb,,99,2.1,0.94,us,us6000crdq,2021-02-03T17:49:58.040Z,"5 km WNW of Tuensang, India",earthquake,8.1,6.8,0.154,12,reviewed,us,us
2020-11-06T03:06:45.517Z,25.1948,96.4551,10,4.3,mb,,117,2.182,0.79,us,us7000cdah,2021-01-23T22:25:43.040Z,"Myanmar",earthquake,9.2,1.9,0.138,15,reviewed,us,us
2020-11-22T00:00:40.464Z,14.0029,92.5614,10,4.3,mb,,75,2.339,1.04,us,us6000csin,2021-02-03T17:49:00.040Z,"255 km N of Bamboo Flat, India",earthquake,7.3,1.6,0.238,5,reviewed,us,us
2020-11-17T03:28:22.737Z,13.7389,92.4013,10,4.3,mb,,89,2.097,0.64,us,us6000cqrt,2021-01-27T17:28:26.040Z,"228 km N of Bamboo Flat, India",earthquake,5.7,1.9,0.154,12,reviewed,us,us
2020-12-10T16:56:47.765Z,26.1291,90.5453,10,4.3,mb,,88,1.307,0.64,us,us7000cptt,2021-02-20T16:11:09.040Z,"9 km WSW of Go?lp?ra, India",earthquake,6.2,1.9,0.102,32,reviewed,us,us
2020-03-15T15:00:17.383Z,28.2184,83.5923,10,4.3,mb,,149,2.856,0.94,us,us60008g2y,2020-09-15T23:58:35.681Z,"5 km S of B?glung, Nepal",earthquake,9.9,1.9,0.08,44,reviewed,us,us
2020-03-29T18:17:45.513Z,32.9731,76.4202,10,4.3,mb,,153,2.724,0.65,us,us70008idc,2020-06-13T18:44:49.040Z,"53 km NNE of Chamba, India",earthquake,9.7,1.9,0.133,16,reviewed,us,us
2020-05-18T08:26:07.753Z,34.4604,68.9654,10,4.3,mb,,74,0.102,0.54,us,us70009k2j,2020-08-02T00:28:56.040Z,"11 km NE of Maydanshakhr, Afghanistan",earthquake,4.9,1.9,0.147,13,reviewed,us,us
2020-05-30T15:51:39.617Z,27.8896,84.8784,10,4.3,mb,,175,1.712,0.51,us,us6000a3bl,2020-08-15T20:19:53.040Z,"45 km WNW of Kirtipur, Nepal",earthquake,6.5,1.9,0.102,27,reviewed,us,us
2020-07-03T13:30:49.114Z,28.142,76.5366,30.38,4.3,mb,,169,6.166,0.74,us,us7000ahde,2020-09-11T22:14:00.040Z,"9 km NNW of B?wal, India",earthquake,10.2,5.6,0.116,21,reviewed,us,us
2020-01-12T20:22:02.782Z,29.4841,81.5921,10,4.3,mb,,77,8.225,1.32,us,us70006yvh,2020-04-02T21:28:21.040Z,"61 km WNW of Jumla, Nepal",earthquake,9.6,1.9,0.137,15,reviewed,us,us
2020-01-14T01:24:58.643Z,23.6781,94.5148,94.42,4.3,mb,,119,0.583,0.98,us,us70006zgm,2020-04-02T21:28:28.040Z,"11 km ENE of Mawlaik, Myanmar",earthquake,7,6.1,0.137,15,reviewed,us,us
2020-01-05T13:16:52.055Z,30.3664,85.5587,10,4.3,mb,,172,4.873,0.68,us,us70006uzp,2020-03-21T17:13:36.040Z,"119 km NNE of Saga, China",earthquake,12.7,1.9,0.116,21,reviewed,us,us
2020-01-27T20:57:53.201Z,30.9589,69.8631,10,4.3,mb,,131,3.638,0.83,us,us60007hjw,2020-04-11T18:20:57.040Z,"57 km SE of Zhob, Pakistan",earthquake,8.8,1.9,0.094,32,reviewed,us,us
2020-01-02T08:22:22.365Z,8.0784,94.0198,10,4.3,mb,,107,4.058,0.68,us,us7000713k,2020-03-21T17:13:18.040Z,"281 km NNW of Sabang, Indonesia",earthquake,10.2,1.9,0.137,15,reviewed,us,us
2020-02-12T19:17:55.089Z,10.5177,94.0622,10,4.3,mb,,103,1.718,0.96,us,us70007nyd,2020-05-02T22:09:42.040Z,"191 km SE of Port Blair, India",earthquake,8.3,1.8,0.105,26,reviewed,us,us
2020-01-29T13:43:05.740Z,24.4383,94.9928,115.32,4.3,mb,,70,0.664,0.97,us,us70007kw7,2020-04-18T22:10:28.040Z,"95 km E of W?ngjing, India",earthquake,6.1,8.3,0.148,13,reviewed,us,us
2020-02-18T23:11:58.225Z,35.6198,74.5363,10,4.3,mb,,96,2.225,1,us,us70007vxz,2020-05-02T22:10:37.040Z,"38 km SSE of Gilgit, Pakistan",earthquake,7.7,1.9,0.153,12,reviewed,us,us
2020-03-04T13:28:38.624Z,32.0214,94.7889,10,4.3,mb,,101,6.926,0.87,us,us600089dg,2020-05-23T22:03:33.040Z,"247 km WNW of Qamdo, China",earthquake,8.3,1.9,0.106,25,reviewed,us,us
2020-03-25T08:45:56.122Z,34.4893,85.8489,10,4.3,mb,,96,6.543,0.79,us,us70008fp0,2020-06-13T18:44:30.040Z,"western Xizang",earthquake,8.9,1.9,0.147,13,reviewed,us,us
2020-03-13T10:48:10.217Z,6.4531,92.6013,10,4.3,mb,,87,7.125,0.6,us,us70008gwf,2020-05-30T22:17:23.040Z,"Nicobar Islands, India region",earthquake,5.3,1.9,0.117,21,reviewed,us,us
2020-04-18T17:17:44.688Z,31.6054,93.5107,30.21,4.3,mb,,44,2.795,0.69,us,us70008zg8,2020-07-09T14:31:26.040Z,"138 km E of Nagqu, China",earthquake,7.9,4.6,0.072,67,reviewed,us,us
2020-04-30T20:17:52.005Z,32.2161,89.5179,10,4.3,mb,,64,2.861,1.06,us,us700097vu,2020-07-18T21:57:06.040Z,"253 km WNW of Nagqu, China",earthquake,5.5,1.8,0.077,47,reviewed,us,us
2020-04-13T17:34:03.942Z,12.0153,92.9576,38,4.3,mb,,86,0.414,1.05,us,us700090hi,2020-06-30T14:03:16.040Z,"43 km NE of Bamboo Flat, India",earthquake,7.8,7.5,0.218,6,reviewed,us,us
2020-03-27T10:27:01.109Z,7.4016,92.2583,10,4.3,mb,,134,11.464,0.32,us,us70008k9z,2020-06-13T18:44:44.040Z,"Nicobar Islands, India region",earthquake,5.8,1.9,0.153,12,reviewed,us,us
2020-04-21T01:17:28.268Z,35.7311,74.5266,35,4.3,mb,,104,2.32,0.85,us,us60009dbz,2020-07-09T14:31:38.040Z,"28 km SE of Gilgit, Pakistan",earthquake,8.8,2,0.168,10,reviewed,us,us
2020-04-15T21:28:07.501Z,5.8861,95.8214,19.79,4.3,mb,,187,1.296,0.36,us,us700091t8,2020-07-09T14:31:09.040Z,"55 km E of Sabang, Indonesia",earthquake,13,8.9,0.218,6,reviewed,us,us
2020-05-22T19:43:08.261Z,11.3192,93.5383,103.13,4.3,mb,,77,0.847,0.65,us,us70009npp,2020-08-08T18:17:51.040Z,"94 km ESE of Port Blair, India",earthquake,7.7,6.6,0.106,29,reviewed,us,us
2020-05-22T13:44:50.634Z,32.7694,85.4486,10,4.3,mb,,100,4.937,0.79,us,us70009ne4,2020-08-08T18:17:50.040Z,"western Xizang",earthquake,6.4,1.9,0.111,23,reviewed,us,us
2020-06-27T07:02:06.758Z,35.7378,82.4574,10,4.3,mb,,104,6.017,0.6,us,us7000acxr,2020-09-05T17:35:25.040Z,"272 km SE of Hotan, China",earthquake,5.6,1.9,0.116,21,reviewed,us,us
2020-06-25T23:07:53.127Z,35.7015,82.4897,10,4.3,mb,,75,6.061,0.49,us,us7000abqy,2020-09-05T17:35:21.040Z,"277 km SE of Hotan, China",earthquake,4.2,1.9,0.102,27,reviewed,us,us
2020-06-25T22:51:44.316Z,35.6096,82.4316,10,4.3,mb,,107,6.126,0.61,us,us7000abqj,2020-09-05T17:35:21.040Z,"278 km SE of Hotan, China",earthquake,6.4,1.9,0.104,26,reviewed,us,us
2020-06-24T22:28:28.408Z,15.1779,96.2038,10,4.3,mb,,186,4.185,0.58,us,us7000afrb,2020-09-05T17:35:39.040Z,"134 km SSE of Pyapon, Myanmar",earthquake,8.6,1.9,0.177,9,reviewed,us,us
2020-07-23T01:04:25.796Z,32.9435,86.6104,10,4.3,mb,,71,4.971,0.95,us,us6000b2dh,2020-10-03T17:32:16.040Z,"western Xizang",earthquake,8.1,1.8,0.099,29,reviewed,us,us
2020-07-24T19:46:04.694Z,30.4782,87.4178,10,4.3,mb,,50,2.565,0.66,us,us6000b3nm,2020-10-03T17:32:20.040Z,"196 km NW of Rikaze, China",earthquake,5.1,1.9,0.077,54,reviewed,us,us
2020-07-28T14:38:18.583Z,33.2057,86.8606,10,4.3,mb,,95,5.047,0.95,us,us6000b5cw,2020-10-03T17:32:29.040Z,"western Xizang",earthquake,9,1.9,0.129,17,reviewed,us,us
2020-07-22T20:17:55.276Z,33.1168,86.7663,10,4.3,mb,,93,5.047,0.6,us,us6000b5xs,2020-10-03T17:32:30.040Z,"western Xizang",earthquake,6.8,1.9,0.147,13,reviewed,us,us
2020-06-24T13:49:23.892Z,33.4991,71.4493,10,4.3,mb,,99,2.252,1.02,us,us7000afqt,2020-09-05T17:35:39.040Z,"9 km S of Kohat, Pakistan",earthquake,6,1.9,0.111,23,reviewed,us,us
2020-08-07T17:36:20.411Z,24.5305,94.8553,103.06,4.3,mb,,147,0.588,0.84,us,us6000baqp,2020-10-21T22:03:56.040Z,"80 km E of W?ngjing, India",earthquake,9.3,6.6,0.238,5,reviewed,us,us
2020-07-31T06:10:06.917Z,30.3418,95.04,10,4.3,mb,,161,3.452,0.86,us,us6000ba2m,2020-10-10T17:11:17.040Z,"210 km NNE of Shi Yomi, India",earthquake,8.8,2,0.153,12,reviewed,us,us
2020-08-11T13:57:53.226Z,24.2129,93.9507,59.16,4.3,mb,,47,0.319,1.07,us,us6000bcmi,2020-10-21T22:04:09.040Z,"31 km ESE of Chur?ch?ndpur, India",earthquake,4.3,5.8,0.089,36,reviewed,us,us
2020-08-25T15:24:34.342Z,29.556,80.9299,10,4.3,mb,,169,5.403,0.79,us,us7000bcp6,2020-10-31T19:06:27.040Z,"32 km N of Dipayal, Nepal",earthquake,7.4,1.8,0.133,16,reviewed,us,us
2020-08-11T14:48:44.768Z,7.3494,93.3176,40.31,4.3,mb,,203,4.177,0.36,us,us6000bg1i,2020-10-21T22:04:15.040Z,"273 km NW of Sabang, Indonesia",earthquake,14.9,11.2,0.168,10,reviewed,us,us
2020-09-10T16:54:55.134Z,23.9905,94.8835,127.25,4.3,mb,,73,0.583,0.43,us,us7000bl8x,2020-11-21T20:10:35.040Z,"62 km NE of Mawlaik, Myanmar",earthquake,5.2,6.5,0.188,9,reviewed,us,us
2020-09-10T20:23:33.551Z,33.076,73.6571,10,4.3,mb,,96,0.658,1.2,us,us7000blew,2020-11-21T20:10:35.040Z,"11 km SW of New Mirpur, Pakistan",earthquake,5.8,1.9,0.1,28,reviewed,us,us
2020-08-27T15:50:10.966Z,18.2351,95.1077,33.21,4.3,mb,,80,3.106,0.44,us,us7000bggc,2020-11-07T18:48:47.040Z,"23 km WSW of Myanaung, Myanmar",earthquake,8,1.4,0.133,18,reviewed,us,us
2020-07-17T22:55:38.710Z,24.6057,92.3782,39.89,4.3,mb,,64,1.067,0.61,us,us6000b2u6,2020-09-26T16:58:24.040Z,"20 km WSW of Hail?k?ndi, India",earthquake,5.4,6.9,0.07,63,reviewed,us,us
2020-10-04T16:00:02.846Z,20.6448,94.4032,78.19,4.3,mb,,166,2.123,1.05,us,us6000c5hh,2020-12-12T22:28:39.040Z,"51 km WSW of Chauk, Myanmar",earthquake,7.7,8.2,0.142,14,reviewed,us,us
2020-09-01T06:39:06.264Z,22.278,95.016,76.13,4.3,mb,,151,1.359,0.82,us,us7000bhu5,2020-11-07T18:48:52.040Z,"22 km NNW of Monywa, Myanmar",earthquake,9.6,4.6,0.16,11,reviewed,us,us
2020-10-14T23:39:01.108Z,12.1851,95.7845,10,4.3,mb,,153,6.94,1,us,us6000c9yq,2020-12-29T23:07:21.040Z,"Andaman Islands, India region",earthquake,6.2,1.9,0.16,11,reviewed,us,us
2020-11-26T02:00:31.329Z,10.1668,93.6071,10,4.3,mb,,94,1.705,0.38,us,us7000cl6l,2021-02-06T18:29:13.040Z,"190 km SSE of Port Blair, India",earthquake,4.1,1.9,0.153,12,reviewed,us,us
2020-10-17T16:19:48.308Z,32.022,69.074,45.61,4.3,mb,,112,2.512,1.41,us,us6000c90n,2020-12-29T23:07:32.040Z,"56 km WSW of Wana, Pakistan",earthquake,8.3,6.8,0.097,33,reviewed,us,us
2021-01-16T20:48:12.888Z,23.6359,93.5159,61.32,4.3,mb,,66,0.929,0.63,us,us7000d0pu,2021-03-27T21:04:54.040Z,"48 km NE of Khawhai, India",earthquake,3.9,7.6,0.097,30,reviewed,us,us
2021-01-22T21:14:43.356Z,24.326,95.0289,117.91,4.3,mb,,66,0.671,1.11,us,us7000d2iy,2021-04-13T17:05:08.040Z,"98 km NE of Mawlaik, Myanmar",earthquake,3.2,5.6,0.105,26,reviewed,us,us
2021-01-18T16:08:00.919Z,7.4656,93.5259,43.43,4.3,mb,,170,4.062,0.26,us,us7000d3pj,2021-03-27T21:06:20.040Z,"263 km NW of Sabang, Indonesia",earthquake,15.8,5.8,0.177,10,reviewed,us,us
2020-12-24T12:47:17.072Z,25.6158,96.657,10,4.3,mb,,121,2.546,1.34,us,us6000d2jw,2021-03-06T23:18:19.040Z,"67 km SSW of Sarupathar, India",earthquake,5.1,1.9,0.133,16,reviewed,us,us
2021-02-09T01:50:07.207Z,28.0331,87.8568,35,4.3,mb,,146,4.336,0.65,us,us6000dfsj,2021-04-22T21:51:47.040Z,"87 km NW of Mangan, India",earthquake,9.9,2,0.087,38,reviewed,us,us
2021-01-17T06:59:48.217Z,26.0588,96.3433,10,4.3,mb,,78,2.597,0.45,us,us7000d3f8,2021-03-27T21:06:13.040Z,"49 km WSW of Sarupathar, India",earthquake,9.2,1.9,0.097,30,reviewed,us,us
2021-03-26T00:18:33.215Z,35.4265,91.1933,10,4.3,mb,,72,9.844,0.71,us,us6000dwim,2021-06-08T17:58:27.040Z,"Southern Qinghai, China",earthquake,8.3,1.9,0.085,39,reviewed,us,us
2021-04-06T22:00:59.617Z,31.9489,93.059,10,4.3,mb,,70,2.788,0.91,us,us6000e1if,2021-06-12T21:37:55.040Z,"108 km ENE of Nagqu, China",earthquake,11.3,1.9,0.097,30,reviewed,us,us
2021-03-19T18:04:10.720Z,31.9252,93.017,10,4.3,mb,,65,2.747,0.82,us,us6000dwpr,2021-06-02T15:22:57.040Z,"103 km ENE of Nagqu, China",earthquake,8.1,1.9,0.078,54,reviewed,us,us
2021-04-02T08:58:38.418Z,34.4826,87.6043,10,4.3,mb,,84,5.624,0.53,us,us6000e0b7,2021-06-12T21:36:31.040Z,"western Xizang",earthquake,3.8,1.9,0.086,38,reviewed,us,us
2021-04-21T19:45:11.093Z,10.4547,93.8204,10,4.3,mb,,178,8.489,1.17,us,us7000dxx5,2021-07-03T16:49:57.040Z,"178 km SE of Port Blair, India",earthquake,10.4,1.9,0.122,19,reviewed,us,us
2021-04-30T13:40:06.220Z,24.2389,94.513,95.31,4.3,mb,,94,2.751,0.63,us,us7000e0qx,2021-07-10T20:15:44.040Z,"59 km SE of W?ngjing, India",earthquake,7,10,0.16,11,reviewed,us,us
2021-05-17T04:37:25.741Z,31.9601,92.926,10,4.3,mb,,47,2.73,0.97,us,us7000e52e,2021-07-24T21:07:32.040Z,"Eastern Xizang",earthquake,5.6,1.7,0.097,30,reviewed,us,us
2021-03-25T00:28:53.494Z,17.7099,94.1714,10,4.3,mb,,183,4.599,0.58,us,us6000dy6c,2021-06-02T15:23:32.040Z,"119 km NNW of Pathein, Myanmar",earthquake,5.9,2,0.188,8,reviewed,us,us
2021-05-23T15:41:03.473Z,22.9496,94.5814,95.83,4.3,mb,,103,0.956,0.83,us,us6000efgh,2021-07-31T22:08:56.040Z,"78 km SSE of Mawlaik, Myanmar",earthquake,5.5,8.7,0.188,8,reviewed,us,us
2021-06-08T13:26:41.870Z,34.3128,81.7049,10,4.3,mb,,84,7.039,1.32,us,us7000eb4l,2021-08-24T21:34:16.040Z,"western Xizang",earthquake,7.8,1.9,0.133,18,reviewed,us,us
2021-06-21T10:06:50.953Z,29.2822,87.124,10,4.3,mb,,102,1.347,0.63,us,us7000eew5,2021-08-27T18:58:05.040Z,"150 km NNE of Lobujya, Nepal",earthquake,7.2,1.9,0.132,16,reviewed,us,us
2021-07-09T07:46:23.848Z,25.9749,90.3995,10,4.3,mb,,159,1.374,0.64,us,us6000etjs,2021-09-17T22:48:47.040Z,"11 km ESE of Lakhipur, India",earthquake,6.1,1.8,0.109,24,reviewed,us,us
2021-08-03T03:54:54.102Z,8.9515,94.1539,10,4.3,mb,,103,5.396,0.92,us,us6000f46k,2021-10-14T01:09:03.040Z,"Nicobar Islands, India region",earthquake,8.5,1.9,0.178,9,reviewed,us,us
2021-07-29T16:02:25.747Z,6.8041,94.1346,65.06,4.3,mb,,163,3.205,0.85,us,us6000f2g5,2021-10-03T05:24:33.040Z,"165 km NW of Sabang, Indonesia",earthquake,8.2,8.9,0.16,13,reviewed,us,us
2021-08-28T15:21:30.565Z,35.3951,89.2934,10,4.3,mb,,105,10.965,1.14,us,us7000f58p,2021-09-26T15:56:28.040Z,"western Xizang",earthquake,8.2,1.9,0.11,23,reviewed,us,us
2021-08-10T01:34:00.703Z,8.7263,93.9675,10,4.3,mb,,118,5.572,0.53,us,us6000f8dd,2021-09-01T03:24:01.040Z,"Nicobar Islands, India region",earthquake,14.4,1.9,0.189,8,reviewed,us,us
2021-08-31T16:05:14.317Z,10.9134,91.5518,10,4.3,mb,,119,8.156,0.48,us,us7000f9dk,2021-09-09T20:56:55.040Z,"154 km SW of Bamboo Flat, India",earthquake,12.1,1.9,0.177,10,reviewed,us,us
2021-09-13T03:46:47.551Z,33.7409,76.4233,10,4.3,mb,,141,2.631,0.99,us,us7000fanp,2021-09-22T23:02:31.040Z,"52 km NW of Padam, India",earthquake,7.2,1.8,0.117,21,reviewed,us,us
2021-07-21T04:01:45.956Z,34.0777,78.4395,10,4.3,mb,,171,4.323,0.83,us,us6000ezhw,2021-09-25T21:08:24.040Z,"79 km E of Leh, India",earthquake,10.2,2,0.189,8,reviewed,us,us
2021-09-28T15:11:47.221Z,30.4798,69.9279,10,4.3,mb,,91,4.117,0.52,us,us7000ff89,2021-09-28T15:55:54.040Z,"73 km WSW of Taunsa, Pakistan",earthquake,5.4,1.9,0.188,10,reviewed,us,us
2021-08-03T08:30:02.583Z,8.9911,94.0466,10,4.3,mb,,183,5.505,1.4,us,us6000f46w,2021-10-14T01:09:08.040Z,"Nicobar Islands, India region",earthquake,14,2,0.202,7,reviewed,us,us
2021-10-08T23:53:31.795Z,35.6088,82.4066,10,4.3,mb,,92,7.091,0.56,us,us6000ft5h,2021-10-15T21:20:35.040Z,"277 km SE of Hotan, China",earthquake,8.4,1.9,0.125,18,reviewed,us,us
2021-10-14T00:04:19.897Z,33.7795,91.9605,10,4.3,mb,,105,7.295,0.96,us,us6000fudy,2021-10-14T00:28:11.040Z,"255 km N of Nagqu, China",earthquake,10.1,1.9,0.099,29,reviewed,us,us
2021-09-14T10:40:07.604Z,23.6075,94.8884,107.53,4.3,mb,,88,0.82,0.45,us,us7000fcx3,2021-10-14T13:48:04.040Z,"49 km E of Mawlaik, Myanmar",earthquake,7.9,8.8,0.238,6,reviewed,us,us
2021-10-11T16:24:38.865Z,17.1543,77.0051,10,4.3,mb,,74,10.463,0.62,us,us6000fuwm,2021-10-17T21:05:14.040Z,"7 km ENE of Sh?h?b?d, India",earthquake,14.4,1.9,0.147,16,reviewed,us,us
